1,2,4,8
mpi,512,3.569221,2.172882,2.141086,2.261146
mpi,1024,45.591238,25.943050,26.107545,25.939609
mpi,1536,155.751012,92.792736,89.834459,89.991701
mpi,2048,380.713728,230.180772,233.606188,235.663501
